class,type
2152,Long-Term Hospitals (Excluded from PPS)
2153,Long-Term Hospitals (Excluded from PPS)
2154,Long-Term Hospitals (Excluded from PPS)
2155,Long-Term Hospitals (Excluded from PPS)
2156,Long-Term Hospitals (Excluded from PPS)
2157,Long-Term Hospitals (Excluded from PPS)
2158,Long-Term Hospitals (Excluded from PPS)
2159,Long-Term Hospitals (Excluded from PPS)
2160,Long-Term Hospitals (Excluded from PPS)
2161,Long-Term Hospitals (Excluded from PPS)
2162,Long-Term Hospitals (Excluded from PPS)
2163,Long-Term Hospitals (Excluded from PPS)
2164,Long-Term Hospitals (Excluded from PPS)
2165,Long-Term Hospitals (Excluded from PPS)
2166,Long-Term Hospitals (Excluded from PPS)
2167,Long-Term Hospitals (Excluded from PPS)
2168,Long-Term Hospitals (Excluded from PPS)
2169,Long-Term Hospitals (Excluded from PPS)
2170,Long-Term Hospitals (Excluded from PPS)
2171,Long-Term Hospitals (Excluded from PPS)
2172,Long-Term Hospitals (Excluded from PPS)
2173,Long-Term Hospitals (Excluded from PPS)
2174,Long-Term Hospitals (Excluded from PPS)
2175,Long-Term Hospitals (Excluded from PPS)
2176,Long-Term Hospitals (Excluded from PPS)
2177,Long-Term Hospitals (Excluded from PPS)
2178,Long-Term Hospitals (Excluded from PPS)
2179,Long-Term Hospitals (Excluded from PPS)
2180,Long-Term Hospitals (Excluded from PPS)
2181,Long-Term Hospitals (Excluded from PPS)
2182,Long-Term Hospitals (Excluded from PPS)
2183,Long-Term Hospitals (Excluded from PPS)
2184,Long-Term Hospitals (Excluded from PPS)
2185,Long-Term Hospitals (Excluded from PPS)
2186,Long-Term Hospitals (Excluded from PPS)
2187,Long-Term Hospitals (Excluded from PPS)
2188,Long-Term Hospitals (Excluded from PPS)
2189,Long-Term Hospitals (Excluded from PPS)
2190,Long-Term Hospitals (Excluded from PPS)
2191,Long-Term Hospitals (Excluded from PPS)
2192,Long-Term Hospitals (Excluded from PPS)
2193,Long-Term Hospitals (Excluded from PPS)
2194,Long-Term Hospitals (Excluded from PPS)
2195,Long-Term Hospitals (Excluded from PPS)
2196,Long-Term Hospitals (Excluded from PPS)
2197,Long-Term Hospitals (Excluded from PPS)
2198,Long-Term Hospitals (Excluded from PPS)
2199,Long-Term Hospitals (Excluded from PPS)
2200,Long-Term Hospitals (Excluded from PPS)
2201,Long-Term Hospitals (Excluded from PPS)
2202,Long-Term Hospitals (Excluded from PPS)
2203,Long-Term Hospitals (Excluded from PPS)
2204,Long-Term Hospitals (Excluded from PPS)
2205,Long-Term Hospitals (Excluded from PPS)
2206,Long-Term Hospitals (Excluded from PPS)
2207,Long-Term Hospitals (Excluded from PPS)
2208,Long-Term Hospitals (Excluded from PPS)
2209,Long-Term Hospitals (Excluded from PPS)
2210,Long-Term Hospitals (Excluded from PPS)
2211,Long-Term Hospitals (Excluded from PPS)
2212,Long-Term Hospitals (Excluded from PPS)
2213,Long-Term Hospitals (Excluded from PPS)
2214,Long-Term Hospitals (Excluded from PPS)
2215,Long-Term Hospitals (Excluded from PPS)
2216,Long-Term Hospitals (Excluded from PPS)
2217,Long-Term Hospitals (Excluded from PPS)
2218,Long-Term Hospitals (Excluded from PPS)
2219,Long-Term Hospitals (Excluded from PPS)
2220,Long-Term Hospitals (Excluded from PPS)
2221,Long-Term Hospitals (Excluded from PPS)
2222,Long-Term Hospitals (Excluded from PPS)
2223,Long-Term Hospitals (Excluded from PPS)
2224,Long-Term Hospitals (Excluded from PPS)
2225,Long-Term Hospitals (Excluded from PPS)
2226,Long-Term Hospitals (Excluded from PPS)
2227,Long-Term Hospitals (Excluded from PPS)
2228,Long-Term Hospitals (Excluded from PPS)
2229,Long-Term Hospitals (Excluded from PPS)
2230,Long-Term Hospitals (Excluded from PPS)
2231,Long-Term Hospitals (Excluded from PPS)
2232,Long-Term Hospitals (Excluded from PPS)
2233,Long-Term Hospitals (Excluded from PPS)
2234,Long-Term Hospitals (Excluded from PPS)
2235,Long-Term Hospitals (Excluded from PPS)
2236,Long-Term Hospitals (Excluded from PPS)
2237,Long-Term Hospitals (Excluded from PPS)
2238,Long-Term Hospitals (Excluded from PPS)
2239,Long-Term Hospitals (Excluded from PPS)
2240,Long-Term Hospitals (Excluded from PPS)
2241,Long-Term Hospitals (Excluded from PPS)
2242,Long-Term Hospitals (Excluded from PPS)
2243,Long-Term Hospitals (Excluded from PPS)
2244,Long-Term Hospitals (Excluded from PPS)
2245,Long-Term Hospitals (Excluded from PPS)
2246,Long-Term Hospitals (Excluded from PPS)
2247,Long-Term Hospitals (Excluded from PPS)
2248,Long-Term Hospitals (Excluded from PPS)
2249,Long-Term Hospitals (Excluded from PPS)
2250,Long-Term Hospitals (Excluded from PPS)
2251,Long-Term Hospitals (Excluded from PPS)
2252,Long-Term Hospitals (Excluded from PPS)
2253,Long-Term Hospitals (Excluded from PPS)
2254,Long-Term Hospitals (Excluded from PPS)
2255,Long-Term Hospitals (Excluded from PPS)
2256,Long-Term Hospitals (Excluded from PPS)
2257,Long-Term Hospitals (Excluded from PPS)
2258,Long-Term Hospitals (Excluded from PPS)
2259,Long-Term Hospitals (Excluded from PPS)
2260,Long-Term Hospitals (Excluded from PPS)
2261,Long-Term Hospitals (Excluded from PPS)
2262,Long-Term Hospitals (Excluded from PPS)
2263,Long-Term Hospitals (Excluded from PPS)
2264,Long-Term Hospitals (Excluded from PPS)
2265,Long-Term Hospitals (Excluded from PPS)
2266,Long-Term Hospitals (Excluded from PPS)
2267,Long-Term Hospitals (Excluded from PPS)
2268,Long-Term Hospitals (Excluded from PPS)
2269,Long-Term Hospitals (Excluded from PPS)
2270,Long-Term Hospitals (Excluded from PPS)
2271,Long-Term Hospitals (Excluded from PPS)
2272,Long-Term Hospitals (Excluded from PPS)
2273,Long-Term Hospitals (Excluded from PPS)
2274,Long-Term Hospitals (Excluded from PPS)
2275,Long-Term Hospitals (Excluded from PPS)
2276,Long-Term Hospitals (Excluded from PPS)
2277,Long-Term Hospitals (Excluded from PPS)
2278,Long-Term Hospitals (Excluded from PPS)
2279,Long-Term Hospitals (Excluded from PPS)
2280,Long-Term Hospitals (Excluded from PPS)
2281,Long-Term Hospitals (Excluded from PPS)
2282,Long-Term Hospitals (Excluded from PPS)
2283,Long-Term Hospitals (Excluded from PPS)
2284,Long-Term Hospitals (Excluded from PPS)
2285,Long-Term Hospitals (Excluded from PPS)
2286,Long-Term Hospitals (Excluded from PPS)
2287,Long-Term Hospitals (Excluded from PPS)
2288,Long-Term Hospitals (Excluded from PPS)
2289,Long-Term Hospitals (Excluded from PPS)
2290,Long-Term Hospitals (Excluded from PPS)
2291,Long-Term Hospitals (Excluded from PPS)
2292,Long-Term Hospitals (Excluded from PPS)
2293,Long-Term Hospitals (Excluded from PPS)
2294,Long-Term Hospitals (Excluded from PPS)
2295,Long-Term Hospitals (Excluded from PPS)
2296,Long-Term Hospitals (Excluded from PPS)
2297,Long-Term Hospitals (Excluded from PPS)
2298,Long-Term Hospitals (Excluded from PPS)
2299,Long-Term Hospitals (Excluded from PPS)
2300,Hospital Based Renal Dialysis Facilities
2301,Hospital Based Renal Dialysis Facilities
2302,Hospital Based Renal Dialysis Facilities
2303,Hospital Based Renal Dialysis Facilities
2304,Hospital Based Renal Dialysis Facilities
2305,Hospital Based Renal Dialysis Facilities
2306,Hospital Based Renal Dialysis Facilities
2307,Hospital Based Renal Dialysis Facilities
2308,Hospital Based Renal Dialysis Facilities
2309,Hospital Based Renal Dialysis Facilities
2310,Hospital Based Renal Dialysis Facilities
2311,Hospital Based Renal Dialysis Facilities
2312,Hospital Based Renal Dialysis Facilities
2313,Hospital Based Renal Dialysis Facilities
2314,Hospital Based Renal Dialysis Facilities
2315,Hospital Based Renal Dialysis Facilities
2316,Hospital Based Renal Dialysis Facilities
2317,Hospital Based Renal Dialysis Facilities
2318,Hospital Based Renal Dialysis Facilities
2319,Hospital Based Renal Dialysis Facilities
2320,Hospital Based Renal Dialysis Facilities
2321,Hospital Based Renal Dialysis Facilities
2322,Hospital Based Renal Dialysis Facilities
2323,Hospital Based Renal Dialysis Facilities
2324,Hospital Based Renal Dialysis Facilities
2325,Hospital Based Renal Dialysis Facilities
2326,Hospital Based Renal Dialysis Facilities
2327,Hospital Based Renal Dialysis Facilities
2328,Hospital Based Renal Dialysis Facilities
2329,Hospital Based Renal Dialysis Facilities
2330,Hospital Based Renal Dialysis Facilities
2331,Hospital Based Renal Dialysis Facilities
2332,Hospital Based Renal Dialysis Facilities
2333,Hospital Based Renal Dialysis Facilities
2334,Hospital Based Renal Dialysis Facilities
2335,Hospital Based Renal Dialysis Facilities
2336,Hospital Based Renal Dialysis Facilities
2337,Hospital Based Renal Dialysis Facilities
2338,Hospital Based Renal Dialysis Facilities
2339,Hospital Based Renal Dialysis Facilities
2340,Hospital Based Renal Dialysis Facilities
2341,Hospital Based Renal Dialysis Facilities
2342,Hospital Based Renal Dialysis Facilities
2343,Hospital Based Renal Dialysis Facilities
2344,Hospital Based Renal Dialysis Facilities
2345,Hospital Based Renal Dialysis Facilities
2346,Hospital Based Renal Dialysis Facilities
2347,Hospital Based Renal Dialysis Facilities
2348,Hospital Based Renal Dialysis Facilities
2349,Hospital Based Renal Dialysis Facilities
2350,Hospital Based Renal Dialysis Facilities
2351,Hospital Based Renal Dialysis Facilities
2352,Hospital Based Renal Dialysis Facilities
2353,Hospital Based Renal Dialysis Facilities
2354,Hospital Based Renal Dialysis Facilities
2355,Hospital Based Renal Dialysis Facilities
2356,Hospital Based Renal Dialysis Facilities
2357,Hospital Based Renal Dialysis Facilities
2358,Hospital Based Renal Dialysis Facilities
2359,Hospital Based Renal Dialysis Facilities
2360,Hospital Based Renal Dialysis Facilities
2361,Hospital Based Renal Dialysis Facilities
2362,Hospital Based Renal Dialysis Facilities
2363,Hospital Based Renal Dialysis Facilities
2364,Hospital Based Renal Dialysis Facilities
2365,Hospital Based Renal Dialysis Facilities
2366,Hospital Based Renal Dialysis Facilities
2367,Hospital Based Renal Dialysis Facilities
2368,Hospital Based Renal Dialysis Facilities
2369,Hospital Based Renal Dialysis Facilities
2370,Hospital Based Renal Dialysis Facilities
2371,Hospital Based Renal Dialysis Facilities
2372,Hospital Based Renal Dialysis Facilities
2373,Hospital Based Renal Dialysis Facilities
2374,Hospital Based Renal Dialysis Facilities
2375,Hospital Based Renal Dialysis Facilities
2376,Hospital Based Renal Dialysis Facilities
2377,Hospital Based Renal Dialysis Facilities
2378,Hospital Based Renal Dialysis Facilities
2379,Hospital Based Renal Dialysis Facilities
2380,Hospital Based Renal Dialysis Facilities
2381,Hospital Based Renal Dialysis Facilities
2382,Hospital Based Renal Dialysis Facilities
2383,Hospital Based Renal Dialysis Facilities
2384,Hospital Based Renal Dialysis Facilities
2385,Hospital Based Renal Dialysis Facilities
2386,Hospital Based Renal Dialysis Facilities
2387,Hospital Based Renal Dialysis Facilities
2388,Hospital Based Renal Dialysis Facilities
2389,Hospital Based Renal Dialysis Facilities
2390,Hospital Based Renal Dialysis Facilities
2391,Hospital Based Renal Dialysis Facilities
2392,Hospital Based Renal Dialysis Facilities
2393,Hospital Based Renal Dialysis Facilities
2394,Hospital Based Renal Dialysis Facilities
2395,Hospital Based Renal Dialysis Facilities
2396,Hospital Based Renal Dialysis Facilities
2397,Hospital Based Renal Dialysis Facilities
2398,Hospital Based Renal Dialysis Facilities
2399,Hospital Based Renal Dialysis Facilities
2400,Hospital Based Renal Dialysis Facilities
2401,Hospital Based Renal Dialysis Facilities
2402,Hospital Based Renal Dialysis Facilities
2403,Hospital Based Renal Dialysis Facilities
2404,Hospital Based Renal Dialysis Facilities
2405,Hospital Based Renal Dialysis Facilities
2406,Hospital Based Renal Dialysis Facilities
2407,Hospital Based Renal Dialysis Facilities
2408,Hospital Based Renal Dialysis Facilities
2409,Hospital Based Renal Dialysis Facilities
2410,Hospital Based Renal Dialysis Facilities
2411,Hospital Based Renal Dialysis Facilities
2412,Hospital Based Renal Dialysis Facilities
2413,Hospital Based Renal Dialysis Facilities
2414,Hospital Based Renal Dialysis Facilities
2415,Hospital Based Renal Dialysis Facilities
2416,Hospital Based Renal Dialysis Facilities
2417,Hospital Based Renal Dialysis Facilities
2418,Hospital Based Renal Dialysis Facilities
2419,Hospital Based Renal Dialysis Facilities
2420,Hospital Based Renal Dialysis Facilities
2421,Hospital Based Renal Dialysis Facilities
2422,Hospital Based Renal Dialysis Facilities
2423,Hospital Based Renal Dialysis Facilities
2424,Hospital Based Renal Dialysis Facilities
2425,Hospital Based Renal Dialysis Facilities
2426,Hospital Based Renal Dialysis Facilities
2427,Hospital Based Renal Dialysis Facilities
2428,Hospital Based Renal Dialysis Facilities
2429,Hospital Based Renal Dialysis Facilities
2430,Hospital Based Renal Dialysis Facilities
2431,Hospital Based Renal Dialysis Facilities
2432,Hospital Based Renal Dialysis Facilities
2433,Hospital Based Renal Dialysis Facilities
2434,Hospital Based Renal Dialysis Facilities
2435,Hospital Based Renal Dialysis Facilities
2436,Hospital Based Renal Dialysis Facilities
2437,Hospital Based Renal Dialysis Facilities
2438,Hospital Based Renal Dialysis Facilities
2439,Hospital Based Renal Dialysis Facilities
2440,Hospital Based Renal Dialysis Facilities
2441,Hospital Based Renal Dialysis Facilities
2442,Hospital Based Renal Dialysis Facilities
2443,Hospital Based Renal Dialysis Facilities
2444,Hospital Based Renal Dialysis Facilities
2445,Hospital Based Renal Dialysis Facilities
2446,Hospital Based Renal Dialysis Facilities
2447,Hospital Based Renal Dialysis Facilities
2448,Hospital Based Renal Dialysis Facilities
